CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,Status,Low Cost Textbook,Capacity,Enrolled,Instructor Type,Term
3004,CPSC 250,ON1,Progrmng for Data Manipulation,3,"AIIF, XPCE",Lec,MTWRF,0900-1130,Synchronous Online Course ,David Conner,4,OPEN,,20,16,Full Time,Summer Term 1 2022
9019,POLS 371,1,WI: Public Policy & Governance,3,WI,Lec,R,1800-2100,Lewis McMurran Hall 160,William Reiske,3,OPEN,,19,16,Adjunct,Spring Semester 2021
8130,CPSC 250,2,Progrmng for Data Manipulation,3,"AIIF, XPCE",Lec,MWF,1100-1150,Joseph W. Luter III Hall 236,Daniel Belsky,2,OPEN,,24,22,Adjunct,Spring Semester 2023
8498,FINC 325,2,Mgmt of Financial Institutions,3,,Lec,TR,1100-1215,Lewis McMurran Hall 216,Nima Vafai,-7,CLOSED,,30,37,Full Time,Spring Semester 2026
3041,SOCL 205,ON1,Sociological Foundations,3,"AIII, AIWT, GE, SSCI, XSOC",Lec,,-,Asynchronous Online Course ,Steven Keener,-5,CLOSED,,12,17,Full Time,Summer Term I 2025
8052,CPSC 280,1,Intro to Software Engineering,3,,Lec,MWF,1100-1150,Joseph W. Luter III Hall 258,Roberto Flores,-1,CLOSED,,33,34,Full Time,Fall Semester 2021
8678,PSYC 490,4,WI: Senior Seminar in Psych,3,"LOW, WI",Lec,MW,1600-1715,Forbes Hall 2088,Earl Riggins,4,OPEN,YES,17,13,Adjunct,Spring Semester 2024
8774,MUSC 136,1,Elements of Music: Music Thtr,3,,Lec,MWF,0900-0950,Ferguson Center for the Arts 210,Mark Johnson,6,OPEN,,19,13,Full Time,Spring Semester 2023
8774,MUSC 136,1,Music Theory: Musc Thtr& Music,3,,Lec,MWF,0900-0950,Ferguson Center for the Arts 210,Mark Johnson,6,OPEN,,19,13,Full Time,Spring Semester 2023
2059,LDSP 395,ON1,Special Topics,3,,Lec,,-,Hybrid Online Course ,Molly Camaioni,4,OPEN,,19,15,Full Time,May Term 2021
8744,MATH 109,2,Thrthcl Fndtn of Elem Schl Mth,3,MATH,Lec,TR,0930-1045,Joseph W. Luter III Hall 242,Sara Lenhart,0,CLOSED,,19,19,Full Time,Spring Semester 2021
8607,IDST 255,2,"Intro Women, Gender & Sexualty",3,"AIGM, AIII",Lec,TR,1500-1615,Paul & Rosemary Trible Library 1210,Seth Palmer,0,CLOSED,,19,19,Full Time,Fall Semester 2023
8969,SOCL 220,1,Global Social Problems,3,"AIGM, GE, SSCI, XSOC",Lec,TR,1800-1915,Joseph W. Luter III Hall 372,Yulia Garcia Sarduy,2,OPEN,,19,17,Adjunct,Spring Semester 2026
9337,LDSP 395,4,Special Topics,3,,Lec,TR,1330-1445,Lewis McMurran Hall 114,Shalyn Lapke,6,OPEN,,19,13,Adjunct,Spring Semester 2022
8987,BUSN 304,2,Operations Management,3,,Lec,TR,1330-1445,Joseph W. Luter III Hall 258,Bob Hasbrouck,-1,CLOSED,,34,35,Full Time,Fall Semester 2021
8094,BIOL 213L,2A,Principles of Biology III Lab,1,,Lab,R,0900-1250,Forbes Hall 1033,Janet Steven,3,OPEN,,24,21,Full Time,Spring Semester 2021
8739,GEOG 210,1,Intro to Human Geography,3,LOW,Lec,MWF,1100-1150,Forbes Hall 2015,Federica Bono,3,OPEN,YES,24,21,Adjunct,Spring Semester 2024
8739,GEOG 210,1,Intro to Human Geography,3,LOW,Lec,MWF,1100-1150,Forbes Hall 2015,Federica Bono,3,OPEN,YES,24,21,Full Time,Spring Semester 2024
8360,CPSC 280,2,Intro to Software Engineering,3,,Lec,TR,0800-0915,Joseph W. Luter III Hall 236,Roberto Flores,11,OPEN,,24,13,Full Time,Spring Semester 2021
8408,SOCL 314L,1,"Educ, Culture and Society Lab",1,,Lab,M,1100-1215,Forbes Hall 2014,Linda Powell,2,OPEN,,18,16,Adjunct,Spring Semester 2022
9217,PSYC 395,1,Special Topics,3,,Lec,TR,0930-1045,Forbes Hall 2070A,Kelly Cartwright,0,CLOSED,,35,35,Full Time,Spring Semester 2023
8022,BIOL 213L,3A,Principles of Biology III Lab,1,,Lab,R,1330-1720,Forbes Hall 1033,David Collar,17,OPEN,,24,7,Full Time,Fall Semester 2022
8113,BTMG 020,1,Second YR-BTMG Activity Course,0,,Fie,,-,To Be Arranged ,Willy Donaldson,6,OPEN,,15,9,Full Time,Spring Semester 2022
8313,CPSC 250,4,Progrmng for Data Manipulation,3,"AIIF, XPCE",Lec,TR,1500-1615,Joseph W. Luter III Hall ,Yan Lu,24,OPEN,,24,0,Full Time,Spring Semester 2027
8896,PSYC 300,1,Statistical Appl-Soc Sci Rsrch,3,"AIIF, XPSY",Lec,MWF,1200-1250,Forbes Hall 2090,Susan Antaramian,1,OPEN,,33,32,Full Time,Fall Semester 2022
8634,POLS 322,2,Conflict and Peace Studies,3,,Lec,MWF,1300-1350,Lewis McMurran Hall 312,Francesca Parente,0,CLOSED,,25,25,Full Time,Spring Semester 2022
8090,CRIM 319,2,Deviant Behavior,3,,Lec,TR,1500-1615,Joseph W. Luter III Hall 137,Jaime Harris,0,CLOSED,,19,19,Full Time,Spring Semester 2023
8274,ECON 200,3M,The Economic Way of Thinking,3,LLFE,Lec,TR,1330-1445,Joseph W. Luter III Hall 242,Rik Chakraborti,-5,CLOSED,,19,24,Full Time,Fall Semester 2025
9316,PCSE 595,1,Advanced Topics,1,,Lec,TR,0800-0915,Joseph W. Luter III Hall 121,Chris Kreider,-1,CLOSED,,10,11,Full Time,Fall Semester 2020
9088,MLAN 308,1,Cross Cultural Awareness,3,"AIGM, LOW, XLAN",Lec,MWF,1100-1150,Lewis McMurran Hall 212,Patricia Siewe Seuchie,4,OPEN,YES,26,22,Full Time,Spring Semester 2024
8830,PSYC 490,1,WI: Senior Seminar in Psych,3,WI,Lec,MWF,1500-1550,Forbes Hall 2015,Jason Hart,0,CLOSED,,19,19,Full Time,Spring Semester 2025
8341,PSYC 300,ON3,Statistical Appl-Soc Sci Rsrch,3,"AIIF, XPSY",Lec,MWF,1400-1450,Synchronous Online Course ,Jeff Niehaus,2,OPEN,,37,35,Full Time,Fall Semester 2020
9177,BIOL 295,2,Special Topics,1,,Lec,W,1300-1350,Torggler Fine Arts Center 219,Michael Meyer,-3,CLOSED,,0,3,Full Time,Spring Semester 2024
8178,COMM 323,1,"Listening, Contempltn & Dialog",3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 139,Sean Connable,1,OPEN,,19,18,Full Time,Fall Semester 2025
8378,ECON 200,9,The Economic Way of Thinking,3,LLFE,Lec,W,1800-2045,Joseph W. Luter III Hall 376,Sunita Hines,2,OPEN,,19,17,Adjunct,Spring Semester 2026
8586,PHIL 202,ON1,Modern Philosophy,3,"AIWT, GE, HUMN, LETR, XPRS",Lec,TR,1330-1445,Synchronous Online Course ,Steve Strehle,4,OPEN,,21,17,Full Time,Fall Semester 2020
8485,ENVS 555L,1,GIS and Spatial Analysis Techn,0,,Lab,T,1330-1720,Forbes Hall ,Gary Whiting,8,OPEN,,8,0,Full Time,Spring Semester 2027
8060,ECON 200,6,The Economic Way of Thinking,3,LLFE,Lec,W,1800-2045,Joseph W. Luter III Hall 142,Sunita Hines,2,OPEN,,19,17,Adjunct,Spring Semester 2024
8342,BUSN 304,4,Operations Management,3,,Lec,MWF,1400-1450,Joseph W. Luter III Hall 264,George Perry,0,CLOSED,,22,22,Full Time,Fall Semester 2023
9157,EENG 495,1,Special Topics,3,,Lec,MWF,1400-1450,Joseph W. Luter III Hall 206,Hessam Keshtkar Vanashi,8,OPEN,,18,10,Adjunct,Spring Semester 2024
8020,BIOL 213L,1A,Principles of Biology III Lab,1,,Lab,T,1330-1720,Forbes Hall 1033,David Collar,5,OPEN,,24,19,Full Time,Fall Semester 2022
8516,POLS 358,1,Modern Political Thought,3,,Lec,MW,1600-1715,Joseph W. Luter III Hall 347,Benjamin Lynerd,1,OPEN,,24,23,Full Time,Fall Semester 2020
8250,PHYS 105L,3,Elementary Physics Lab,1,"AINW, GE, NSCI, SCIE, XNAT",Lab,W,1800-2045,Joseph W. Luter III Hall 301,Avery McElhenny,2,OPEN,,33,31,Full Time,Spring Semester 2022
8816,PHYS 151L,1,College Physics I Laboratory,1,"AINW, GE, NSCI, OR, SCIE, XNAT",Lab,R,0800-1045,Joseph W. Luter III Hall 306,Ryan Fisher,8,OPEN,,36,28,Full Time,Fall Semester 2025
9051,SOCL 314L,2,"Educ, Culture and Society Lab",1,,Lab,W,1500-1615,Paul & Rosemary Trible Library 208,Linda Powell,5,OPEN,,19,14,Adjunct,Fall Semester 2020
8956,GERM 200,4R,Effective Comm in German,3,"GE, LETR, LLF, LLFL, PROF",Lec,MW,1800-1915,Lewis McMurran Hall 364,Karis Seltzer,5,OPEN,,19,14,Adjunct,Fall Semester 2023
9270,ECON 495,1,Advanced Topics in Economics,3,,Lec,MW,1600-1715,Lewis McMurran Hall 160,Rik Chakraborti,1,OPEN,,19,18,Full Time,Spring Semester 2021
8308,PHYS 151L,2,College Physics I Laboratory,1,"AINW, GE, NSCI, OR, SCIE, XNAT",Lab,W,1430-1715,Joseph W. Luter III Hall 306,Leon Cole,5,OPEN,,33,28,Full Time,Fall Semester 2023
8346,PSYC 300,1,Statistical Appl-Soc Sci Rsrch,3,"AIIF, XPSY",Lec,MWF,0800-0850,Forbes Hall 2090,Jeff Niehaus,1,OPEN,,34,33,Full Time,Fall Semester 2024
9075,DANC 240,1,Dance Composition,3,,Lec,TR,1500-1615,Ferguson Center for the Arts T177,Laura Lloyd,-1,CLOSED,,17,18,Full Time,Fall Semester 2023
8290,PHIL 202,3,Modern Philosophy,3,"AIWT, GE, HUMN, LETR, LOW, XPRS",Lec,TR,1100-1215,Lewis McMurran Hall 360,Matthew Homan,0,CLOSED,YES,18,18,Full Time,Spring Semester 2024
8862,IDST 255,1,"Intro Women, Gender & Sexualty",3,"AIGM, AIII",Lec,TR,0930-1045,Forbes Hall 2012,Laura Puaca,2,OPEN,,19,17,Full Time,Spring Semester 2022
8408,ECON 200,ON2,The Economic Way of Thinking,3,LLFE,Lec,MWF,1500-1550,Synchronous Online Course ,Gemma Kotula,0,CLOSED,,26,26,Full Time,Spring Semester 2021
4063,COMM 395,S10,Special Topics,3,"CMPH, LETR",Lec,,-, ,Alex Hamed,-13,CLOSED,,0,13,Full Time,Extended Summer 2026
8311,PHYS 151L,5,College Physics I Laboratory,1,"AINW, GE, NSCI, OR, SCIE, XNAT",Lab,W,1800-2045,Joseph W. Luter III Hall 306,Eric Brass,6,OPEN,,33,27,Adjunct,Fall Semester 2023
8080,ANTH 200,1,Human Adaptation,3,"AINW, XNAT, XSOC",Lec,MWF,1300-1350,Joseph W. Luter III Hall 170,Chris Loy,2,OPEN,,19,17,Adjunct,Spring Semester 2023
8080,ANTH 200,1,Human Adaptation,3,"AINW, XNAT, XSOC",Lec,MWF,1300-1350,Joseph W. Luter III Hall 170,Chris Loy,2,OPEN,,19,17,Full Time,Spring Semester 2023
8999,POLS 351,1,East/Centrl Euro Pol/Societies,3,,Lec,M,1800-2100,Ferguson Center for the Arts 201,Huso Hasanovic,6,OPEN,,25,19,Adjunct,Spring Semester 2021
8111,BIOL 213L,4B,Principles of Biology III Lab,1,LOW,Lab,T,1330-1720,Forbes Hall 1039,Russ Burke,0,CLOSED,YES,24,24,Full Time,Spring Semester 2025
8895,FINC 562,1,Entrepreneurial Finance,3,,Lec,TR,1800-1915,Joseph W. Luter III Hall 264,Willy Donaldson,14,OPEN,,30,16,Full Time,Fall Semester 2024
8446,ENGL 309,1,WI: Creative Nonfiction,3,"LOW, WI",Lec,TR,1630-1745,Lewis McMurran Hall 357,Joanna Eleftheriou,-2,CLOSED,YES,19,21,Full Time,Spring Semester 2026
8791,POLS 490,1,WI:Senior Seminar in Poli Sci,3,"LOW, WI",Lec,TR,0930-1045,Lewis McMurran Hall 300B,Michelle Barnello,-1,CLOSED,YES,10,11,Full Time,Spring Semester 2025
8073,BIOL 213,1B,Principles in Biology III,3,,Lec,MWF,0900-0950,Forbes Hall ,David Collar,48,OPEN,,48,0,Full Time,Spring Semester 2027
8369,DANC 304,1,Ballet II,3,,Lec,MW,1300-1415,Ferguson Center for the Arts ,Laura Lloyd,18,OPEN,,18,0,Adjunct,Spring Semester 2027
9088,COMM 395,4,Special Topics,3,"CMPH, LETR",Lec,TR,1330-1445,Forbes Hall 2090,Scott Smith,0,CLOSED,,19,19,Full Time,Spring Semester 2025
8804,PHIL 202,1,Modern Philosophy,3,"AIWT, GE, HUMN, LETR, LOW, XPRS",Lec,TR,0930-1045,Forbes Hall 2070D,Matthew Homan,1,OPEN,YES,30,29,Full Time,Spring Semester 2026
8894,POLS 490,3,WI:Senior Seminar in Poli Sci,3,WI,Lec,TR,1330-1445,Lewis McMurran Hall 300B,Taiyi Sun,-1,CLOSED,,10,11,Full Time,Spring Semester 2026
8773,MUSC 120,1,Saxophone Ensemble,1,,Lab,W,1200-1250,Ferguson Center for the Arts ,Kenneth Drefke,12,OPEN,,12,0,Adjunct,Spring Semester 2027
8085,BIOL 213L,2B,Principles of Biology III Lab,1,LOW,Lab,R,1330-1720,Forbes Hall 1039,Edward Primka,5,OPEN,YES,24,19,Full Time,Fall Semester 2026
9043,ECON 200,2,The Economic Way of Thinking,3,LLFE,Lec,MWF,1400-1450,Joseph W. Luter III Hall 142,Alex Hamed,2,OPEN,,19,17,Adjunct,Spring Semester 2023
8935,PHIL 202,ON1,Modern Philosophy,3,"AIWT, GE, HUMN, LETR, XPRS",Lec,TR,1330-1445,Synchronous Online Course ,Steve Strehle,2,OPEN,,18,16,Full Time,Spring Semester 2021
8373,ECON 200,4,The Economic Way of Thinking,3,LLFE,Lec,MWF,1100-1150,Lewis McMurran Hall 207,Alex Hamed,-1,CLOSED,,19,20,Full Time,Spring Semester 2026
9322,MKTG 499,2,Independent Study,1,,Ind,,-,To Be Arranged ,Matt Hettche,-2,CLOSED,,0,2,Full Time,Spring Semester 2026
9207,LDSP 395,3,Special Topics,3,,Lec,T,1800-2100,Lewis McMurran Hall 162,Lori Throupe,1,OPEN,,18,17,Adjunct,Spring Semester 2022
8337,ECON 200,4,The Economic Way of Thinking,3,LLFE,Lec,MWF,1500-1550,Joseph W. Luter III Hall 137,Gemma Kotula,2,OPEN,,26,24,Full Time,Spring Semester 2022
8157,NEUR 430,1,Neurobiology of Addiction,3,,Lec,TR,1100-1215,Forbes Hall 1002,Darlene Mitrano,0,CLOSED,,19,19,Full Time,Fall Semester 2022
9210,LDSP 395,2,Special Topics,3,,Lec,T,1800-2100,Joseph W. Luter III Hall 376,Lori Throupe,1,OPEN,,26,25,Full Time,Fall Semester 2022
8104,PHYS 151L,7,College Physics I Laboratory,1,"AINW, GE, NSCI, OR, SCIE, XNAT",Lab,W,0800-1045,Joseph W. Luter III Hall 306,Jose Fernandez,2,OPEN,,33,31,Full Time,Fall Semester 2021
8172,BUSN 323,2,Corporate Finance,3,,Lec,TR,1500-1615,Forbes Hall 2074,Susan Ji,0,CLOSED,,24,24,Full Time,Fall Semester 2020
8315,HONR 382,ON1,HNRS: Civic Engagement,0,HON,Pra,,-,To Be Arranged ,Jay Paul,1,OPEN,,54,53,Full Time,Fall Semester 2020
8929,CHIN 201,ON1,Intermediate Chinese I,3,"LLF, LLFL",Lec,MWF,1300-1350,Synchronous Online Course ,Jonathan Smith,-1,CLOSED,,17,18,Full Time,Fall Semester 2020
8373,PSYC 409,ON1,Behvr Medicine/Hlth Psyc,3,,Lec,TR,1630-1745,Synchronous Online Course ,Tom Berry,1,OPEN,,36,35,Full Time,Fall Semester 2020
8199,CHEM 222,ON1,Organic Chemistry II,3,,Lec,MWF,0800-0850,Synchronous Online Course ,Jeff Carney,9,OPEN,,95,86,Full Time,Spring Semester 2021
8415,ECON 201,3,Principles of Macroeconomics,3,"AIII, GE, LLFE, SSCI, XLSB",Lec,M,1800-2045,Forbes Hall 2074,Joshua Harford,0,CLOSED,,19,19,Adjunct,Spring Semester 2021
8940,PHIL 207,3,Ethical Issues in Business,3,LLFR,Lec,MWF,1300-1350,Freeman Center 201,Joe Balay,0,CLOSED,,25,25,Full Time,Spring Semester 2021
8742,MATH 303,1,WI: Mathematics in Context,1,"LLFM, WI",Lec,W,1300-1350,Joseph W. Luter III Hall 352,Ryan Carpenter,2,OPEN,,12,10,Full Time,Spring Semester 2022
9039,BIOL 212L,5,Principles of Biology II Lab,1,,Lab,W,1300-1650,Forbes Hall 1002,Kathryn Sinclair,8,OPEN,,24,16,Adjunct,Fall Semester 2021
8914,THEA 258,1,Makeup for the Theater,3,LETR,Lec,MW,1100-1215,Ferguson Center for the Arts 222,Kathy Jaremski,5,OPEN,,16,11,Full Time,Spring Semester 2022
8518,BIOL 365,1,Evolutionary Biology,3,,Lec,TR,1100-1215,Forbes Hall 1027,Barbara Abraham,2,OPEN,,24,22,Adjunct,Spring Semester 2022
9066,TCHG 510,12,Internship,8,,Int,MTWRF,0800-1550,To Be Arranged ,Michelle Grau,0,CLOSED,,2,2,Adjunct,Spring Semester 2022
8592,CHEM 121L,2,General Chemistry Lab I,1,"AINW, GE, NSCI, OR, SCIE",Lab,R,1800-2150,Forbes Hall 3002,John Bedford,3,OPEN,,24,21,Adjunct,Spring Semester 2022
8561,MLAN 205,1R,The Novel-English Translation,3,"AIWT, GE, HUMN, LETR, XLAN",Lec,MWF,0900-0950,Lewis McMurran Hall 310,Patricia Siewe Seuchie,5,OPEN,,26,21,Full Time,Fall Semester 2021
9149,ENGL 310,1,Introduction to Linguistics,3,"AIGM, AIIF, LETR, XENG",Lec,TR,1330-1445,Lewis McMurran Hall 212,Rebecca Wheeler,7,OPEN,,25,18,Full Time,Fall Semester 2022
9221,THEA 232,3,Acting I,3,"AICE, GE, LETR, OR",Lec,TR,1100-1215,Ferguson Center for the Arts T107,Julian Stetkevych,0,CLOSED,,11,11,Full Time,Spring Semester 2021
8116,CPSC 215,2,Software Pkgs-Busn Applcations,3,"AIIF, GE, PROF, XPCE",Lec,MWF,1500-1550,Joseph W. Luter III Hall 109,Doretha Jones,9,OPEN,,24,15,Adjunct,Spring Semester 2023
8353,BUSN 323,1,Corporate Finance,3,,Lec,MWF,1000-1050,Joseph W. Luter III Hall 123,Sean Chen,-5,CLOSED,,23,28,Full Time,Fall Semester 2023
9306,CHIN 201,1,Intermediate Chinese I,3,"LLF, LLFL",Lec,MWF,1200-1250,Lewis McMurran Hall 200B,Jonathan Smith,-4,CLOSED,,0,4,Full Time,Fall Semester 2023
9239,HIST 302,2,The Roman Republic,3,"EURO, LETR",Lec,TR,1330-1445,Lewis McMurran Hall 162,Jared Kreiner,1,OPEN,,15,14,Adjunct,Spring Semester 2023
8503,MATH 460,1,Real Analysis II,3,LLFM,Lec,MWF,1200-1250,Joseph W. Luter III Hall 352,James Kelly,10,OPEN,,19,9,Full Time,Spring Semester 2023
8163,CHEM 121L,10,General Chemistry Lab I,1,"AINW, GE, NSCI, OR, SCIE",Lab,M,1800-2150,Forbes Hall 3009,Insu Hahn,1,OPEN,,24,23,Adjunct,Fall Semester 2023
8736,BIOL 445,1,Mammalogy,4,,Lec,MWF,1100-1150,Forbes Hall 2043,Rick Sherwin,1,OPEN,,19,18,Full Time,Fall Semester 2024
9255,PIAN 131,1,Applied Music: Piano,1,APPL,Lab,,-,To Be Arranged ,Ben Corbin,-3,CLOSED,,0,3,Full Time,Fall Semester 2024
8103,BIOL 212L,1,Principles of Biology II Lab,1,LOW,Lab,W,0900-1250,Forbes Hall 1027,Shauna Haymond,13,OPEN,YES,24,11,Adjunct,Spring Semester 2025
9416,COMM 499,2,Independent Study,1,CMPH,Ind,,-,To Be Arranged ,Linda Manning,-1,CLOSED,,0,1,Full Time,Spring Semester 2024
9282,BUSN 323,5,Corporate Finance,3,,Lec,MW,1600-1715,Joseph W. Luter III Hall 109,Matthew Triola,0,CLOSED,,28,28,Adjunct,Spring Semester 2025
9428,POLS 499,1,Independent Study in Poli Sci,1,,Ind,,-,To Be Arranged ,Katie Rader,-1,CLOSED,,0,1,Full Time,Spring Semester 2024
9013,THEA 232,1R,Acting I,3,"AICE, GE, LETR, OR",Lec,TR,0930-1045,Ferguson Center for the Arts T107,Douglas Carpenter,0,CLOSED,,18,18,,Fall Semester 2024
9325,PSYC 499,6,Indpendent Study in Psychology,1,,Ind,,-,To Be Arranged ,Jeff Gibbons,-1,CLOSED,,0,1,Full Time,Fall Semester 2025
8748,MUSC 100,1,University Chorale,1,"AICE, GE, OR",Lab,TR,1630-1745,Ferguson Center for the Arts R118,John Irving,18,OPEN,,49,31,Full Time,Spring Semester 2026
8759,MUSC 116,2,Keyboard Skills II,1,LOW,Lab,TR,0800-0915,Ferguson Center for the Arts 213,Beth Tomassetti,2,OPEN,YES,10,8,Adjunct,Spring Semester 2026
8157,BUSN 311,1,Marketing Management,3,,Lec,TR,1500-1615,Lewis McMurran Hall 260,Dae-Hee Kim,-11,CLOSED,,36,47,Full Time,Spring Semester 2026
9037,TCHG 510,6,Internship,8,LOW,Int,MTWRF,0800-1550,To Be Arranged ,Kimberly Ankney,0,CLOSED,YES,2,2,Full Time,Spring Semester 2026
8040,ARAB 102,2,Beginning Arabic II,3,,Lec,MWF,1400-1450,Lewis McMurran Hall ,Diana Obeid,15,OPEN,,15,0,Full Time,Spring Semester 2027
8319,CPSC 215,6,Software Pkgs-Busn Applcations,3,"AIIF, GE, PROF, XPCE",Lec,TR,1800-1915,Joseph W. Luter III Hall 242,Abhishek Phadke,-2,CLOSED,,30,32,Full Time,Fall Semester 2026
8703,MATH 375,1,Linear Algebra/Its Application,3,"LLF, LLFM, LOW",Lec,MWF,1000-1050,Joseph W. Luter III Hall 170,Charles Samuels,8,OPEN,YES,25,17,Full Time,Spring Semester 2026
8720,MKTG 470,1,Marketing Strategy,3,LOW,Lec,TR,1100-1215,Joseph W. Luter III Hall 264,Shin Kim,-3,CLOSED,YES,19,22,Full Time,Spring Semester 2026
8504,FNAR 121,1,Drawing I,3,"AICE, LETR",Stu,MW,1400-1620,Torggler Fine Arts Center ,Christi Harris,17,OPEN,,17,0,Full Time,Spring Semester 2027
8853,PHYS 202L,2,University Physics II Lab,1,"AINW, GE, OR, SCIE, XNAT",Lab,W,1800-2045,Joseph W. Luter III Hall ,CNU Staff,24,OPEN,,24,0,,Spring Semester 2027
8572,HIST 302,1,The Roman Republic,3,"EURO, LETR, LOW",Lec,TR,1330-1445,Lewis McMurran Hall 210,John Hyland,1,OPEN,YES,19,18,Full Time,Spring Semester 2026
3038,CHEM 121L,1,General Chemistry Lab I,1,"AINW, GE, NSCI, OR, SCIE",Lab,MTWRF,1230-1620,Forbes Hall 3002,Sumie Shima,18,OPEN,,24,6,Full Time,Summer Term 1 2022
8615,LATN 101,2R,Beginning Latin I,3,"FLAN, GE",Lec,MWF,1000-1050,Lewis McMurran Hall 212,David Pollio,0,CLOSED,,22,22,Full Time,Fall Semester 2025
9164,TCHG 510,2,Internship,8,,Int,MTWRF,0800-1550,To Be Arranged ,George Kuster,15,OPEN,,16,1,Full Time,Spring Semester 2023
9209,GERM 311,1,German Cultural History I,3,"LLF, LLFL, LOW, XLAN",Lec,MWF,1400-1450,Lewis McMurran Hall 200C,Laura Deiulio,0,CLOSED,YES,4,4,Full Time,Fall Semester 2024
9078,TCHG 510,17,Internship,8,,Int,MTWRF,0800-1550,To Be Arranged ,Karen Schaeffer,0,CLOSED,,4,4,Adjunct,Spring Semester 2022
8725,BUSN 323,1,Corporate Finance,3,,Lec,MWF,1300-1350,Lewis McMurran Hall 312,Phillip Bazzani,-2,CLOSED,,27,29,Adjunct,Fall Semester 2024
8013,BIOL 212L,1,Principles of Biology II Lab,1,,Lab,T,1330-1720,Forbes Hall 1027,Shauna Haymond,0,CLOSED,,24,24,Adjunct,Fall Semester 2022
8199,CHEM 121L,7,General Chemistry Lab I,1,"AINW, GE, NSCI, OR, SCIE",Lab,M,1300-1650,Forbes Hall ,Sumie Shima,20,OPEN,,20,0,Adjunct,Spring Semester 2027
9331,MGMT 499,2,Independent Study,1,,Ind,,-,To Be Arranged ,Matt Hettche,-1,CLOSED,,0,1,Full Time,Spring Semester 2024
8517,POLS 100,3,Political Thought and Society,3,,Lec,MW,1600-1715,Lewis McMurran Hall 357,David Little,4,OPEN,,24,20,,Fall Semester 2023
8116,PHYS 341,ON1,Design of Experiments,3,,Lec,MWF,0900-0950,Synchronous Online Course ,Edward Brash,2,OPEN,,99,97,Full Time,Fall Semester 2020
8156,CHEM 121L,3,General Chemistry Lab I,1,"AINW, GE, NSCI, OR, SCIE",Lab,T,1330-1720,Forbes Hall 3009,Sumie Shima,2,OPEN,,24,22,Full Time,Fall Semester 2023
8308,ECON 201,2,Principles of Macroeconomics,3,"AIII, GE, LLFE, SSCI, XLSB",Lec,MWF,1300-1350,Forbes Hall 3012,Bob Winder,2,OPEN,,26,24,Full Time,Spring Semester 2025
8184,FNAR 488,1,Senior Seminar in Studio Art,3,"LETR, LOW",Stu,TR,1030-1250,Torggler Fine Arts Center 325,Kristin Kiser,-18,CLOSED,YES,0,18,Full Time,Spring Semester 2024
8068,ECON 201,5,Principles of Macroeconomics,3,"AIII, GE, LLFE, SSCI, XLSB",Lec,R,1800-2045,Joseph W. Luter III Hall 142,Sarah King,1,OPEN,,30,29,Full Time,Spring Semester 2024
8728,CHEM 121L,2R,General Chemistry Lab I,1,"AINW, GE, NSCI, OR, SCIE",Lab,T,1330-1720,Forbes Hall 3002,Sumie Shima,3,OPEN,,24,21,Adjunct,Fall Semester 2021
8582,FNAR 202,3C,World Arts in Context II,3,"AICE, LETR, XFAH",Lec,MWF,1500-1550,Torggler Fine Arts Center 205,Michelle Wampler,1,OPEN,,19,18,Adjunct,Fall Semester 2022
8197,CHEM 121L,5,General Chemistry Lab I,1,"AINW, GE, NSCI, OR, SCIE",Lab,R,1330-1720,Forbes Hall ,Sumie Shima,20,OPEN,,20,0,Full Time,Spring Semester 2027
9012,BUSN 311,1,Marketing Management,3,,Lec,MWF,0900-0950,Forbes Hall 2088,Lydia Scrofani,3,OPEN,,15,12,Full Time,Fall Semester 2022
8411,ECON 201,ON1,Principles of Macroeconomics,3,"AIII, GE, LLFE, SSCI, XLSB",Lec,TR,1330-1445,Synchronous Online Course ,Bob Winder,3,OPEN,,99,96,Full Time,Spring Semester 2021
8731,FREN 200,2R,Eff Comm in French,3,"GE, LETR, LLF, LLFL, PROF",Lec,MWF,1200-1250,Lewis McMurran Hall 260,Patricia Siewe Seuchie,1,OPEN,,19,18,Full Time,Fall Semester 2022
8938,PHIL 207,1,Ethical Issues in Business,3,LLFR,Lec,TR,0800-0915,Freeman Center 201,Chris Tweedt,-1,CLOSED,,25,26,Full Time,Spring Semester 2021
8674,PHIL 201,3,Ancient and Medieval Phil,3,"AIGM, GE, HUMN, LETR, XPRS",Lec,MWF,0900-0950,Lewis McMurran Hall 260,Betsy Jelinek,1,OPEN,,25,24,Full Time,Spring Semester 2022
9456,MATH 399,4,Independent Study,1,LLFM,Ind,,-,To Be Arranged ,Michelle Dobrescu,-3,CLOSED,,0,3,Full Time,Spring Semester 2022
8574,HIST 214,1,The Black Death,3,"AIWT, LOW",Lec,MWF,1300-1350,Lewis McMurran Hall 310,Charlotte Cartwright,1,OPEN,YES,25,24,Full Time,Fall Semester 2024
9195,FNAR 395,1,Special Topics,1,"ARTH, LETR",Lec,TR,1330-1445,Torggler Fine Arts Center 205,Rebecca Wolff,0,CLOSED,,19,19,Full Time,Spring Semester 2023
8643,SOCL 319,2,Deviant Behavior,3,,Lec,TR,0930-1045,Joseph W. Luter III Hall 142,Jaime Harris,0,CLOSED,,7,7,Full Time,Fall Semester 2024
